responseid,dv,contest,winner,sample,female_respondent,orig_cand_female,c_gender,replication,first_orig,c_experience,c_childern,c_occupation,c_age,c_spouse_occupation,r_PID
60usa voter,3,3,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
250usa voter,1,2,1,usa voter,0,1,Female,0,NA,orig_1ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
273usa voter,3,3,1,usa voter,0,0,Male,0,NA,orig_1ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
317usa voter,2,3,0,usa voter,1,0,Male,0,NA,orig_1ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
369usa voter,3,1,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
379usa voter,1,3,1,usa voter,0,0,Male,0,NA,orig_1ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
393usa voter,3,1,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
588usa voter,3,3,0,usa voter,1,0,Male,0,NA,orig_1ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
599usa voter,2,1,1,usa voter,1,1,Female,0,NA,orig_1ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
809usa voter,2,1,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1280usa voter,2,1,1,usa voter,0,0,Male,0,NA,orig_1ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1627usa voter,1,2,1,usa voter,1,0,Male,0,NA,orig_1ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1840usa voter,1,1,1,usa voter,0,1,Female,0,NA,orig_1ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
2102usa voter,2,2,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
2263usa voter,1,3,1,usa voter,1,1,Female,0,NA,orig_1ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
R_5bgQA4mNgv4dQJnusa leg,2,3,1,usa leg,1,0,Male,0,NA,orig_1ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
103usa voter,1,2,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
408usa voter,3,2,1,usa voter,1,0,Male,0,NA,orig_3ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
445usa voter,1,3,1,usa voter,0,1,Female,0,NA,orig_3ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
540usa voter,3,1,1,usa voter,0,0,Male,0,NA,orig_3ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
546usa voter,3,3,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
577usa voter,1,3,1,usa voter,1,1,Female,0,NA,orig_3ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
720usa voter,3,1,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
870usa voter,3,2,1,usa voter,0,0,Male,0,NA,orig_3ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1870usa voter,1,3,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1911usa voter,3,3,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1989usa voter,3,1,1,usa voter,1,0,Male,0,NA,orig_3ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
R_4NpjNBPI7XiyZ3Dusa leg,2,1,1,usa leg,1,1,Female,0,NA,orig_3ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
83usa voter,2,2,1,usa voter,1,0,Male,0,NA,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
265usa voter,1,3,1,usa voter,1,1,Female,0,NA,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
362usa voter,2,2,0,usa voter,1,1,Female,0,NA,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
514usa voter,1,2,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
531usa voter,3,1,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1090usa voter,1,1,0,usa voter,1,1,Female,0,NA,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1623usa voter,3,3,1,usa voter,0,0,Male,0,NA,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1894usa voter,1,2,1,usa voter,1,1,Female,0,NA,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
2007usa voter,3,2,0,usa voter,1,0,Male,0,NA,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
2238usa voter,3,2,1,usa voter,1,1,Female,0,NA,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
R_9ZfOAuqncal2CG1usa leg,2,1,1,usa leg,0,1,Female,0,NA,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
R_aW7oUjEbGceVHJrusa leg,1,3,1,usa leg,1,0,Male,0,NA,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
R_eLFoQNWbY8fiM2Fusa leg,1,1,0,usa leg,0,1,Female,0,NA,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
97881usa leg,NA,1,1,usa leg,0,0,Male,1,1,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
100451usa leg,NA,3,0,usa leg,0,1,Female,1,1,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
115264usa leg,NA,1,0,usa leg,0,0,Male,1,1,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
159493usa leg,NA,2,1,usa leg,0,1,Female,1,1,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
160522usa leg,NA,1,1,usa leg,0,1,Female,1,1,orig_8ys,orig_1ch,orig_law,orig_45,orig_MD_sp,republican_respondent
76usa voter,1,1,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
82usa voter,1,3,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
253usa voter,1,1,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
260usa voter,2,3,1,usa voter,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
283usa voter,1,1,1,usa voter,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
346usa voter,1,3,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
557usa voter,2,1,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
652usa voter,1,1,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
892usa voter,1,2,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
921usa voter,3,3,1,usa voter,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1008usa voter,3,3,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1370usa voter,2,3,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1631usa voter,2,1,1,usa voter,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1686usa voter,3,3,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1949usa voter,2,2,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
2066usa voter,2,3,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
2227usa voter,1,3,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
R_71HO6MCkGHmX2PXusa leg,1,1,0,usa leg,1,0,Male,0,NA,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
79132usa leg,NA,2,1,usa leg,0,1,Female,1,1,orig_0ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
59usa voter,2,1,1,usa voter,1,0,Male,0,NA,orig_1ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
356usa voter,2,1,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
699usa voter,3,1,1,usa voter,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1233usa voter,3,2,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1239usa voter,3,1,1,usa voter,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1339usa voter,1,1,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1595usa voter,2,1,1,usa voter,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1707usa voter,3,2,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1851usa voter,3,1,0,usa voter,1,0,Male,0,NA,orig_1ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
2288usa voter,2,3,1,usa voter,0,0,Male,0,NA,orig_1ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
2300usa voter,2,3,1,usa voter,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
R_bQNKQ6TEOD4V40tusa leg,3,2,1,usa leg,NA,1,Female,0,NA,orig_1ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
90usa voter,3,2,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
168usa voter,3,1,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
330usa voter,3,3,1,usa voter,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
408usa voter,3,1,1,usa voter,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
538usa voter,1,3,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
656usa voter,2,1,1,usa voter,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
749usa voter,2,2,1,usa voter,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
894usa voter,3,2,1,usa voter,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
961usa voter,1,2,1,usa voter,1,0,Male,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1035usa voter,3,2,1,usa voter,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1088usa voter,2,1,1,usa voter,0,0,Male,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1296usa voter,3,1,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1708usa voter,1,1,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1915usa voter,1,2,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
2186usa voter,2,2,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
R_1RGNENafE8qfBkNusa leg,1,1,1,usa leg,0,0,Male,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
R_2bDeHArFhKC1YkBusa leg,1,1,0,usa leg,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
R_40cJXilKveBgU6xusa leg,1,3,0,usa leg,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
R_6zJiRSFuNshXdFHusa leg,3,1,1,usa leg,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
10873usa leg,NA,1,1,usa leg,0,0,Male,1,1,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
73192usa leg,NA,1,1,usa leg,0,1,Female,1,1,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
174237usa leg,NA,3,0,usa leg,1,0,Male,1,1,orig_3ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
40usa voter,1,1,1,usa voter,1,0,Male,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
250usa voter,1,1,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
309usa voter,3,2,1,usa voter,1,1,Female,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
957usa voter,3,2,0,usa voter,0,0,Male,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1169usa voter,2,3,0,usa voter,0,0,Male,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1209usa voter,3,1,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1364usa voter,2,3,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1458usa voter,3,2,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1483usa voter,1,1,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1510usa voter,1,2,0,usa voter,1,1,Female,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1595usa voter,2,1,0,usa voter,1,1,Female,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1634usa voter,2,2,1,usa voter,0,0,Male,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1725usa voter,3,2,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
1907usa voter,2,3,1,usa voter,1,0,Male,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
2036usa voter,2,1,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
2184usa voter,3,1,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
R_0DikandXr5tk1yRusa leg,3,3,1,usa leg,0,0,Male,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
R_6YCWIVt54RcJNdzusa leg,1,2,1,usa leg,1,1,Female,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
R_6y9hwWHyOD7rNpXusa leg,3,2,0,usa leg,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
42604usa leg,NA,2,1,usa leg,0,1,Female,1,1,orig_8ys,orig_3ch,orig_law,orig_45,orig_MD_sp,republican_respondent
47usa voter,2,1,1,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
56usa voter,2,2,1,usa voter,1,1,Female,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
155usa voter,2,1,1,usa voter,0,1,Female,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
241usa voter,1,1,1,usa voter,1,0,Male,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
340usa voter,1,1,1,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
412usa voter,1,3,1,usa voter,1,0,Male,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
413usa voter,2,3,1,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
423usa voter,3,3,1,usa voter,0,1,Female,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1285usa voter,1,3,1,usa voter,1,1,Female,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1355usa voter,2,1,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1391usa voter,2,3,1,usa voter,0,1,Female,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1760usa voter,2,2,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1839usa voter,3,2,1,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
2020usa voter,1,1,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
2106usa voter,3,1,1,usa voter,0,1,Female,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
2190usa voter,3,2,1,usa voter,1,0,Male,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
R_8nVVPTNR4qJ6EAdusa leg,1,1,0,usa leg,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
112021usa leg,NA,3,0,usa leg,0,1,Female,1,1,orig_0ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
40usa voter,1,3,1,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
109usa voter,1,3,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
208usa voter,1,2,1,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
799usa voter,1,2,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1234usa voter,1,2,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1410usa voter,3,3,1,usa voter,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1943usa voter,2,3,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
2021usa voter,2,3,1,usa voter,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
73031usa leg,NA,3,1,usa leg,0,1,Female,1,1,orig_1ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
85994usa leg,NA,3,0,usa leg,0,1,Female,1,1,orig_1ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
79usa voter,1,3,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
162usa voter,3,2,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
186usa voter,3,3,1,usa voter,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
457usa voter,1,2,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
469usa voter,1,2,1,usa voter,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
483usa voter,3,2,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
644usa voter,2,2,1,usa voter,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
799usa voter,1,1,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
813usa voter,3,2,1,usa voter,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
856usa voter,1,3,1,usa voter,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1043usa voter,2,3,1,usa voter,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1221usa voter,3,1,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1320usa voter,3,2,1,usa voter,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1612usa voter,1,1,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
108011usa leg,NA,1,0,usa leg,0,0,Male,1,1,orig_3ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
154216usa leg,NA,2,1,usa leg,0,1,Female,1,1,orig_3ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
222usa voter,3,3,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
231usa voter,3,3,1,usa voter,0,0,Male,0,NA,orig_8ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
532usa voter,1,1,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
553usa voter,1,2,0,usa voter,1,0,Male,0,NA,orig_8ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
846usa voter,3,1,1,usa voter,1,1,Female,0,NA,orig_8ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
965usa voter,2,2,1,usa voter,1,1,Female,0,NA,orig_8ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1015usa voter,1,3,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1099usa voter,1,1,0,usa voter,0,0,Male,0,NA,orig_8ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1101usa voter,3,1,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1331usa voter,2,2,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1382usa voter,2,2,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1448usa voter,2,2,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1888usa voter,1,2,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
2036usa voter,2,3,0,usa voter,0,0,Male,0,NA,orig_8ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
79554usa leg,NA,2,0,usa leg,0,1,Female,1,1,orig_8ys,orig_0ch,orig_may,orig_45,orig_MD_sp,republican_respondent
155usa voter,2,3,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
186usa voter,3,1,1,usa voter,1,0,Male,0,NA,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
494usa voter,2,1,1,usa voter,0,1,Female,0,NA,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
501usa voter,3,1,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
520usa voter,1,1,1,usa voter,0,0,Male,0,NA,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
540usa voter,3,3,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
546usa voter,3,2,1,usa voter,0,0,Male,0,NA,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
719usa voter,2,2,1,usa voter,1,0,Male,0,NA,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
852usa voter,3,1,1,usa voter,1,0,Male,0,NA,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1244usa voter,2,2,1,usa voter,1,1,Female,0,NA,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1504usa voter,1,1,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1526usa voter,2,1,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1717usa voter,1,3,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
1719usa voter,3,3,1,usa voter,0,1,Female,0,NA,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
2143usa voter,1,2,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
R_6PxmmnOA6dRTv9zusa leg,2,3,1,usa leg,0,0,Male,0,NA,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
98590usa leg,NA,3,1,usa leg,0,0,Male,1,1,orig_0ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
3usa voter,3,1,1,usa voter,1,1,Female,0,NA,orig_1ys,orig_1ch,orig_may,orig_45,orig_MD_sp,republican_respondent
