contest_no,win,comp,policy_index,valence_index,Gender,Age,Race,Job,Political,Party,democrat,republican,resp_pid_7,resp_pid_3_text,resp_mturkid,same_party,mturk_clean
3,1,93,8,5,Female,45,Hispanic,Attorney,City Council Member,Republican,0,1,6,Republican,AKBPA90M831F,1,1073
4,1,85,8,5,Female,45,White,Educator,State Legislator,non-partisan,0,1,6,Republican,AKBPA90M831F,1,1073
4,0,89,8,5,Female,35,Hispanic,Police Officer,City Council Member,non-partisan,0,1,6,Republican,AKBPA90M831F,1,1073
5,1,74,7,5,Female,35,Hispanic,Business Executive,City Council Member,Republican,0,1,6,Republican,AKBPA90M831F,1,1073
5,0,84,10,5,Male,55,Black,Police Officer,Mayor,Republican,0,1,6,Republican,AKBPA90M831F,1,1073
1,0,82,7,3,Male,45,Asian,Business Executive,City Council Member,non-partisan,0,1,6,Republican,AKG7VBOY97HKA,1,1074
1,1,74,6,5,Female,45,Black,Police Officer,State Legislator,non-partisan,0,1,6,Republican,AKG7VBOY97HKA,1,1074
2,0,92,11,5,Female,35,White,Small Business Owner,Representative in Congress,non-partisan,0,1,6,Republican,AKG7VBOY97HKA,1,1074
2,1,91,8,6,Female,55,Black,Attorney,Mayor,non-partisan,0,1,6,Republican,AKG7VBOY97HKA,1,1074
3,1,90,8,6,Female,35,Asian,Business Executive,None,non-partisan,0,1,6,Republican,AKG7VBOY97HKA,1,1074
3,0,99,8,5,Male,55,Black,Police Officer,City Council Member,non-partisan,0,1,6,Republican,AKG7VBOY97HKA,1,1074
4,1,95,9,6,Male,45,Hispanic,Educator,State Legislator,Republican,0,1,6,Republican,AKG7VBOY97HKA,0,1074
4,0,82,10,4,Male,45,Black,Police Officer,None,Independent,0,1,6,Republican,AKG7VBOY97HKA,0,1074
5,0,84,8,5,Male,45,Black,Small Business Owner,None,Democrat,0,1,6,Republican,AKG7VBOY97HKA,0,1074
5,1,97,6,6,Female,55,White,Small Business Owner,Representative in Congress,Republican,0,1,6,Republican,AKG7VBOY97HKA,0,1074
1,0,39,8,1,Male,55,Asian,Attorney,City Council Member,non-partisan,1,0,3,Democrat,AKH2U6XGSGLJ9,1,1075
1,1,54,8,5,Female,45,Asian,Police Officer,City Council Member,non-partisan,1,0,3,Democrat,AKH2U6XGSGLJ9,1,1075
2,0,81,10,5,Male,45,White,Small Business Owner,City Council Member,non-partisan,1,0,3,Democrat,AKH2U6XGSGLJ9,1,1075
2,1,92,9,5,Female,35,White,Educator,Representative in Congress,non-partisan,1,0,3,Democrat,AKH2U6XGSGLJ9,1,1075
3,1,80,9,4,Female,65,Hispanic,Small Business Owner,State Legislator,non-partisan,1,0,3,Democrat,AKH2U6XGSGLJ9,1,1075
3,0,48,8,4,Female,45,White,Police Officer,None,non-partisan,1,0,3,Democrat,AKH2U6XGSGLJ9,1,1075
4,1,71,6,6,Female,65,Hispanic,Educator,State Legislator,Independent,1,0,3,Democrat,AKH2U6XGSGLJ9,1,1075
4,0,51,9,3,Male,55,Black,Business Executive,Representative in Congress,Independent,1,0,3,Democrat,AKH2U6XGSGLJ9,1,1075
5,0,39,11,4,Female,55,White,Police Officer,City Council Member,Republican,1,0,3,Democrat,AKH2U6XGSGLJ9,1,1075
5,1,43,9,5,Male,65,Hispanic,Business Executive,None,Republican,1,0,3,Democrat,AKH2U6XGSGLJ9,1,1075
1,0,50,6,5,Female,55,White,Business Executive,State Legislator,Democrat,1,0,3,Democrat,AKHAW85QJ3BBY,0,1076
1,1,60,6,5,Female,55,Asian,Educator,City Council Member,Independent,1,0,3,Democrat,AKHAW85QJ3BBY,0,1076
2,0,30,7,5,Female,35,Asian,Business Executive,None,non-partisan,1,0,3,Democrat,AKHAW85QJ3BBY,1,1076
2,1,60,6,5,Female,45,Hispanic,Attorney,None,non-partisan,1,0,3,Democrat,AKHAW85QJ3BBY,1,1076
3,1,70,8,5,Female,55,White,Attorney,State Legislator,Independent,1,0,3,Democrat,AKHAW85QJ3BBY,0,1076
3,0,40,10,5,Female,35,White,Attorney,State Legislator,Republican,1,0,3,Democrat,AKHAW85QJ3BBY,0,1076
4,1,65,9,5,Male,65,Asian,Attorney,None,Independent,1,0,3,Democrat,AKHAW85QJ3BBY,0,1076
4,0,45,9,6,Male,55,White,Attorney,City Council Member,Republican,1,0,3,Democrat,AKHAW85QJ3BBY,0,1076
5,0,50,10,5,Male,55,Black,Educator,Representative in Congress,Republican,1,0,3,Democrat,AKHAW85QJ3BBY,0,1076
5,1,70,8,5,Male,55,Hispanic,Business Executive,Mayor,Independent,1,0,3,Democrat,AKHAW85QJ3BBY,0,1076
1,0,17,7,2,Female,65,Hispanic,Small Business Owner,Mayor,Republican,1,0,1,Democrat,AKO4O0L9613K5,0,1077
1,1,92,8,6,Male,65,Hispanic,Educator,State Legislator,Democrat,1,0,1,Democrat,AKO4O0L9613K5,0,1077
2,1,100,8,6,Male,45,White,Small Business Owner,City Council Member,Democrat,1,0,1,Democrat,AKO4O0L9613K5,0,1077
2,0,9,8,2,Female,45,Hispanic,Police Officer,None,Republican,1,0,1,Democrat,AKO4O0L9613K5,0,1077
3,1,80,9,6,Male,45,Asian,Attorney,State Legislator,non-partisan,1,0,1,Democrat,AKO4O0L9613K5,1,1077
3,0,61,9,4,Female,35,Hispanic,Small Business Owner,Mayor,non-partisan,1,0,1,Democrat,AKO4O0L9613K5,1,1077
4,0,92,8,5,Female,65,Asian,Business Executive,None,non-partisan,1,0,1,Democrat,AKO4O0L9613K5,1,1077
4,1,92,8,5,Female,55,Black,Business Executive,City Council Member,non-partisan,1,0,1,Democrat,AKO4O0L9613K5,1,1077
5,0,91,9,5,Male,55,Black,Small Business Owner,None,non-partisan,1,0,1,Democrat,AKO4O0L9613K5,1,1077
5,1,60,9,4,Male,35,White,Business Executive,Mayor,non-partisan,1,0,1,Democrat,AKO4O0L9613K5,1,1077
1,1,90,11,5,Female,35,White,Small Business Owner,City Council Member,non-partisan,0,1,5,Republican,AKO8L4R6GX40I,1,1078
1,0,90,9,5,Female,55,Asian,Educator,City Council Member,non-partisan,0,1,5,Republican,AKO8L4R6GX40I,1,1078
2,1,90,10,5,Female,35,Asian,Business Executive,Representative in Congress,non-partisan,0,1,5,Republican,AKO8L4R6GX40I,1,1078
2,0,90,8,5,Male,55,White,Educator,City Council Member,non-partisan,0,1,5,Republican,AKO8L4R6GX40I,1,1078
3,0,95,7,5,Male,35,White,Educator,Representative in Congress,Independent,0,1,5,Republican,AKO8L4R6GX40I,1,1078
3,1,95,10,6,Female,65,Black,Attorney,Mayor,Independent,0,1,5,Republican,AKO8L4R6GX40I,1,1078
4,0,96,10,5,Male,55,Hispanic,Attorney,City Council Member,Democrat,0,1,5,Republican,AKO8L4R6GX40I,0,1078
4,1,96,9,7,Male,55,Hispanic,Educator,Mayor,Independent,0,1,5,Republican,AKO8L4R6GX40I,0,1078
5,1,91,9,7,Female,65,Black,Police Officer,None,non-partisan,0,1,5,Republican,AKO8L4R6GX40I,1,1078
5,0,91,9,5,Female,55,Black,Small Business Owner,State Legislator,non-partisan,0,1,5,Republican,AKO8L4R6GX40I,1,1078
1,0,50,9,4,Male,65,Black,Attorney,Representative in Congress,non-partisan,0,0,4,Independent,AKOYUQ2KX0SRA,1,1079
1,1,40,8,4,Female,35,Asian,Attorney,Representative in Congress,non-partisan,0,0,4,Independent,AKOYUQ2KX0SRA,1,1079
2,0,50,8,3,Male,55,Black,Business Executive,City Council Member,non-partisan,0,0,4,Independent,AKOYUQ2KX0SRA,1,1079
2,1,50,9,3,Male,55,Hispanic,Business Executive,Mayor,non-partisan,0,0,4,Independent,AKOYUQ2KX0SRA,1,1079
3,0,45,7,4,Female,65,Hispanic,Business Executive,Mayor,Independent,0,0,4,Independent,AKOYUQ2KX0SRA,0,1079
3,1,50,6,4,Female,35,White,Educator,Representative in Congress,Democrat,0,0,4,Independent,AKOYUQ2KX0SRA,0,1079
4,1,50,9,3,Female,45,Asian,Small Business Owner,Mayor,Independent,0,0,4,Independent,AKOYUQ2KX0SRA,1,1079
4,0,50,9,3,Female,45,Hispanic,Small Business Owner,State Legislator,Independent,0,0,4,Independent,AKOYUQ2KX0SRA,1,1079
5,0,50,9,3,Female,55,White,Small Business Owner,Representative in Congress,non-partisan,0,0,4,Independent,AKOYUQ2KX0SRA,1,1079
5,1,50,9,3,Female,55,Hispanic,Small Business Owner,Mayor,non-partisan,0,0,4,Independent,AKOYUQ2KX0SRA,1,1079
1,1,81,8,5,Female,45,Asian,Educator,State Legislator,Independent,1,0,3,Democrat,AKOZJ09D39MAZ,0,1080
1,0,81,8,5,Male,35,Black,Educator,State Legislator,Democrat,1,0,3,Democrat,AKOZJ09D39MAZ,0,1080
2,0,80,8,5,Male,65,White,Attorney,City Council Member,Republican,1,0,3,Democrat,AKOZJ09D39MAZ,0,1080
2,1,80,9,5,Female,65,White,Business Executive,Representative in Congress,Independent,1,0,3,Democrat,AKOZJ09D39MAZ,0,1080
3,0,80,7,5,Female,45,Black,Business Executive,City Council Member,Republican,1,0,3,Democrat,AKOZJ09D39MAZ,0,1080
3,1,80,8,5,Male,45,White,Attorney,Representative in Congress,Independent,1,0,3,Democrat,AKOZJ09D39MAZ,0,1080
4,0,80,9,5,Male,45,Asian,Small Business Owner,City Council Member,non-partisan,1,0,3,Democrat,AKOZJ09D39MAZ,1,1080
4,1,80,9,4,Female,55,Hispanic,Police Officer,Representative in Congress,non-partisan,1,0,3,Democrat,AKOZJ09D39MAZ,1,1080
5,0,80,9,5,Female,45,Hispanic,Small Business Owner,Mayor,Republican,1,0,3,Democrat,AKOZJ09D39MAZ,0,1080
5,1,80,9,5,Male,45,Black,Attorney,City Council Member,Democrat,1,0,3,Democrat,AKOZJ09D39MAZ,0,1080
1,1,81,9,6,Female,65,Black,Business Executive,Representative in Congress,Independent,0,0,4,Independent,AKTIKNLB3GWLK,1,1081
1,0,76,9,5,Female,35,Asian,Small Business Owner,None,Independent,0,0,4,Independent,AKTIKNLB3GWLK,1,1081
2,1,87,9,5,Female,35,Hispanic,Attorney,Representative in Congress,non-partisan,0,0,4,Independent,AKTIKNLB3GWLK,1,1081
2,0,87,9,4,Female,45,Hispanic,Small Business Owner,Mayor,non-partisan,0,0,4,Independent,AKTIKNLB3GWLK,1,1081
3,0,68,7,4,Male,65,Asian,Small Business Owner,Representative in Congress,Republican,0,0,4,Independent,AKTIKNLB3GWLK,0,1081
3,1,88,9,4,Female,45,Black,Business Executive,Mayor,Independent,0,0,4,Independent,AKTIKNLB3GWLK,0,1081
4,1,84,9,4,Female,55,White,Small Business Owner,Representative in Congress,Independent,0,0,4,Independent,AKTIKNLB3GWLK,0,1081
4,0,70,7,4,Female,35,Black,Small Business Owner,Representative in Congress,Republican,0,0,4,Independent,AKTIKNLB3GWLK,0,1081
5,0,59,7,5,Male,55,Black,Police Officer,Mayor,Republican,0,0,4,Independent,AKTIKNLB3GWLK,0,1081
5,1,81,7,5,Male,35,Hispanic,Small Business Owner,City Council Member,Independent,0,0,4,Independent,AKTIKNLB3GWLK,0,1081
1,1,80,9,6,Male,45,Asian,Police Officer,Mayor,non-partisan,0,1,5,Republican,AKX5RHHO8BIUX,1,1082
1,0,65,8,6,Female,35,Black,Attorney,None,non-partisan,0,1,5,Republican,AKX5RHHO8BIUX,1,1082
2,0,81,8,6,Male,35,Asian,Police Officer,Mayor,Independent,0,1,5,Republican,AKX5RHHO8BIUX,1,1082
2,1,81,7,5,Female,45,Hispanic,Police Officer,State Legislator,Independent,0,1,5,Republican,AKX5RHHO8BIUX,1,1082
3,0,88,6,5,Male,45,Hispanic,Attorney,None,Democrat,0,1,5,Republican,AKX5RHHO8BIUX,0,1082
3,1,60,8,6,Male,55,White,Small Business Owner,Mayor,Independent,0,1,5,Republican,AKX5RHHO8BIUX,0,1082
4,1,80,8,5,Female,35,Hispanic,Small Business Owner,City Council Member,non-partisan,0,1,5,Republican,AKX5RHHO8BIUX,1,1082
4,0,75,7,3,Male,65,Hispanic,Business Executive,Representative in Congress,non-partisan,0,1,5,Republican,AKX5RHHO8BIUX,1,1082
5,1,87,9,6,Male,65,Black,Small Business Owner,Representative in Congress,Republican,0,1,5,Republican,AKX5RHHO8BIUX,0,1082
5,0,80,8,4,Male,65,White,Small Business Owner,City Council Member,Democrat,0,1,5,Republican,AKX5RHHO8BIUX,0,1082
1,0,40,5,7,Female,35,Asian,Attorney,Representative in Congress,non-partisan,1,0,1,Democrat,AL0UT6ZCOJBWD,1,1083
1,1,61,10,5,Female,35,White,Business Executive,Mayor,non-partisan,1,0,1,Democrat,AL0UT6ZCOJBWD,1,1083
2,1,100,8,7,Female,45,White,Business Executive,Representative in Congress,non-partisan,1,0,1,Democrat,AL0UT6ZCOJBWD,1,1083
2,0,0,2,4,Female,35,Hispanic,Small Business Owner,City Council Member,non-partisan,1,0,1,Democrat,AL0UT6ZCOJBWD,1,1083
3,1,81,9,4,Male,65,Black,Small Business Owner,State Legislator,Independent,1,0,1,Democrat,AL0UT6ZCOJBWD,0,1083
3,0,42,9,4,Female,35,Asian,Small Business Owner,None,Democrat,1,0,1,Democrat,AL0UT6ZCOJBWD,0,1083
4,0,50,8,6,Female,35,Black,Attorney,None,non-partisan,1,0,1,Democrat,AL0UT6ZCOJBWD,1,1083
4,1,51,8,6,Male,35,Black,Police Officer,None,non-partisan,1,0,1,Democrat,AL0UT6ZCOJBWD,1,1083
5,0,41,6,7,Male,65,Black,Business Executive,City Council Member,non-partisan,1,0,1,Democrat,AL0UT6ZCOJBWD,1,1083
5,1,86,9,7,Male,55,Asian,Educator,None,non-partisan,1,0,1,Democrat,AL0UT6ZCOJBWD,1,1083
1,0,75,7,5,Female,55,Hispanic,Educator,State Legislator,non-partisan,0,1,7,Republican,ALDQRWYZ8KQ9A,1,1084
1,1,85,8,5,Female,55,White,Business Executive,Mayor,non-partisan,0,1,7,Republican,ALDQRWYZ8KQ9A,1,1084
2,0,50,7,4,Female,55,Black,Small Business Owner,Mayor,non-partisan,0,1,7,Republican,ALDQRWYZ8KQ9A,1,1084
2,1,80,7,5,Female,45,White,Educator,Mayor,non-partisan,0,1,7,Republican,ALDQRWYZ8KQ9A,1,1084
3,1,70,9,5,Female,45,Hispanic,Small Business Owner,None,Independent,0,1,7,Republican,ALDQRWYZ8KQ9A,0,1084
3,0,70,6,3,Female,35,Hispanic,Attorney,City Council Member,Democrat,0,1,7,Republican,ALDQRWYZ8KQ9A,0,1084
4,1,75,9,5,Female,55,White,Police Officer,Representative in Congress,non-partisan,0,1,7,Republican,ALDQRWYZ8KQ9A,1,1084
4,0,80,9,4,Female,65,Hispanic,Attorney,City Council Member,non-partisan,0,1,7,Republican,ALDQRWYZ8KQ9A,1,1084
5,0,70,9,4,Female,35,Hispanic,Attorney,Representative in Congress,non-partisan,0,1,7,Republican,ALDQRWYZ8KQ9A,1,1084
5,1,80,7,5,Female,65,Hispanic,Attorney,Representative in Congress,non-partisan,0,1,7,Republican,ALDQRWYZ8KQ9A,1,1084
1,0,35,8,3,Female,45,Hispanic,Educator,Mayor,Republican,0,0,4,Independent,ALFO0SWISN90M,1,1085
1,1,83,8,5,Female,35,Asian,Educator,State Legislator,Republican,0,0,4,Independent,ALFO0SWISN90M,1,1085
2,0,53,8,4,Female,45,Black,Attorney,City Council Member,non-partisan,0,0,4,Independent,ALFO0SWISN90M,1,1085
2,1,66,8,5,Male,35,Black,Small Business Owner,Mayor,non-partisan,0,0,4,Independent,ALFO0SWISN90M,1,1085
3,1,70,8,6,Female,55,White,Small Business Owner,State Legislator,non-partisan,0,0,4,Independent,ALFO0SWISN90M,1,1085
3,0,43,8,4,Male,35,Black,Business Executive,None,non-partisan,0,0,4,Independent,ALFO0SWISN90M,1,1085
4,1,75,8,5,Female,35,Hispanic,Small Business Owner,None,non-partisan,0,0,4,Independent,ALFO0SWISN90M,1,1085
4,0,72,8,4,Male,35,Hispanic,Attorney,Mayor,non-partisan,0,0,4,Independent,ALFO0SWISN90M,1,1085
5,0,35,7,3,Female,45,White,Police Officer,None,Democrat,0,0,4,Independent,ALFO0SWISN90M,0,1085
5,1,76,7,6,Male,45,Hispanic,Attorney,City Council Member,Independent,0,0,4,Independent,ALFO0SWISN90M,0,1085
1,0,74,7,2,Male,65,Black,Educator,Representative in Congress,Republican,0,0,4,Independent,ALH8XXHIKG4UA,0,1086
1,1,92,8,7,Female,35,Black,Attorney,Mayor,Independent,0,0,4,Independent,ALH8XXHIKG4UA,0,1086
2,1,100,7,2,Male,55,Hispanic,Business Executive,Mayor,non-partisan,0,0,4,Independent,ALH8XXHIKG4UA,1,1086
2,0,72,6,6,Male,65,White,Attorney,Representative in Congress,non-partisan,0,0,4,Independent,ALH8XXHIKG4UA,1,1086
3,1,100,7,3,Male,65,Hispanic,Police Officer,Mayor,non-partisan,0,0,4,Independent,ALH8XXHIKG4UA,1,1086
3,0,100,10,5,Male,45,Black,Educator,Mayor,non-partisan,0,0,4,Independent,ALH8XXHIKG4UA,1,1086
4,0,51,5,1,Male,35,Asian,Attorney,Representative in Congress,Democrat,0,0,4,Independent,ALH8XXHIKG4UA,1,1086
4,1,100,10,5,Male,45,Black,Attorney,None,Democrat,0,0,4,Independent,ALH8XXHIKG4UA,1,1086
5,0,71,9,1,Female,45,Hispanic,Police Officer,City Council Member,Republican,0,0,4,Independent,ALH8XXHIKG4UA,0,1086
5,1,60,8,7,Female,55,Black,Business Executive,City Council Member,Independent,0,0,4,Independent,ALH8XXHIKG4UA,0,1086
1,1,65,8,2,Male,65,Hispanic,Police Officer,City Council Member,Republican,1,0,1,Democrat,ALVV2RLFAI3ZN,1,1087
1,0,65,8,2,Male,65,Hispanic,Police Officer,City Council Member,Republican,1,0,1,Democrat,ALVV2RLFAI3ZN,1,1087
2,0,61,9,5,Male,45,Hispanic,Attorney,Representative in Congress,Republican,1,0,1,Democrat,ALVV2RLFAI3ZN,0,1087
2,1,80,8,5,Female,55,Asian,Small Business Owner,State Legislator,Independent,1,0,1,Democrat,ALVV2RLFAI3ZN,0,1087
3,1,70,8,5,Female,35,Hispanic,Police Officer,Representative in Congress,Independent,1,0,1,Democrat,ALVV2RLFAI3ZN,1,1087
3,0,60,8,3,Male,35,Black,Police Officer,Mayor,Independent,1,0,1,Democrat,ALVV2RLFAI3ZN,1,1087
4,0,66,9,5,Female,35,White,Business Executive,Representative in Congress,non-partisan,1,0,1,Democrat,ALVV2RLFAI3ZN,1,1087
4,1,79,8,6,Female,35,White,Educator,City Council Member,non-partisan,1,0,1,Democrat,ALVV2RLFAI3ZN,1,1087
5,0,67,4,5,Female,65,Hispanic,Small Business Owner,City Council Member,Republican,1,0,1,Democrat,ALVV2RLFAI3ZN,0,1087
5,1,72,7,6,Female,45,Hispanic,Attorney,None,Democrat,1,0,1,Democrat,ALVV2RLFAI3ZN,0,1087
1,0,70,7,6,Male,35,Hispanic,Police Officer,None,non-partisan,1,0,1,Democrat,ALZ9RO71A1V67,1,1088
1,1,80,8,4,Male,35,White,Educator,Mayor,non-partisan,1,0,1,Democrat,ALZ9RO71A1V67,1,1088
2,0,70,8,5,Female,45,Asian,Police Officer,Mayor,Republican,1,0,1,Democrat,ALZ9RO71A1V67,0,1088
2,1,80,8,6,Male,35,Asian,Educator,Representative in Congress,Democrat,1,0,1,Democrat,ALZ9RO71A1V67,0,1088
3,0,70,8,5,Female,45,Asian,Police Officer,None,Democrat,1,0,1,Democrat,ALZ9RO71A1V67,1,1088
3,1,90,8,6,Female,45,Asian,Business Executive,City Council Member,Democrat,1,0,1,Democrat,ALZ9RO71A1V67,1,1088
4,0,69,8,5,Male,65,Hispanic,Business Executive,State Legislator,Democrat,1,0,1,Democrat,ALZ9RO71A1V67,0,1088
4,1,80,8,6,Male,45,Black,Police Officer,State Legislator,Independent,1,0,1,Democrat,ALZ9RO71A1V67,0,1088
5,1,90,8,6,Female,35,White,Attorney,None,non-partisan,1,0,1,Democrat,ALZ9RO71A1V67,1,1088
5,0,82,8,6,Female,65,White,Educator,State Legislator,non-partisan,1,0,1,Democrat,ALZ9RO71A1V67,1,1088
1,0,80,5,3,Male,45,Black,Small Business Owner,None,Democrat,0,1,6,Republican,AM8FXDYAYL8CB,0,1089
1,1,85,11,6,Male,35,Asian,Police Officer,Representative in Congress,Independent,0,1,6,Republican,AM8FXDYAYL8CB,0,1089
2,0,20,4,6,Male,45,White,Attorney,Mayor,Democrat,0,1,6,Republican,AM8FXDYAYL8CB,0,1089
2,1,35,8,6,Male,35,Black,Attorney,Mayor,Independent,0,1,6,Republican,AM8FXDYAYL8CB,0,1089
3,1,52,9,6,Male,65,Asian,Attorney,Representative in Congress,Independent,0,1,6,Republican,AM8FXDYAYL8CB,0,1089
3,0,30,3,3,Female,45,White,Educator,City Council Member,Democrat,0,1,6,Republican,AM8FXDYAYL8CB,0,1089
4,0,23,12,2,Female,45,Asian,Educator,None,non-partisan,0,1,6,Republican,AM8FXDYAYL8CB,1,1089
4,1,75,5,7,Male,35,White,Small Business Owner,None,non-partisan,0,1,6,Republican,AM8FXDYAYL8CB,1,1089
5,1,87,6,5,Female,65,Asian,Small Business Owner,City Council Member,non-partisan,0,1,6,Republican,AM8FXDYAYL8CB,1,1089
5,0,76,5,6,Female,65,White,Police Officer,Representative in Congress,non-partisan,0,1,6,Republican,AM8FXDYAYL8CB,1,1089
1,0,50,9,6,Male,65,White,Police Officer,City Council Member,non-partisan,1,0,1,Democrat,AMGTA8OMQKMP7,1,1090
1,1,70,11,5,Male,45,Asian,Business Executive,Mayor,non-partisan,1,0,1,Democrat,AMGTA8OMQKMP7,1,1090
2,1,75,5,4,Male,55,Hispanic,Attorney,Mayor,non-partisan,1,0,1,Democrat,AMGTA8OMQKMP7,1,1090
2,0,58,8,5,Male,55,Asian,Attorney,Representative in Congress,non-partisan,1,0,1,Democrat,AMGTA8OMQKMP7,1,1090
3,0,20,13,5,Female,45,White,Small Business Owner,State Legislator,Republican,1,0,1,Democrat,AMGTA8OMQKMP7,0,1090
3,1,50,8,5,Female,35,White,Police Officer,None,Independent,1,0,1,Democrat,AMGTA8OMQKMP7,0,1090
4,1,85,6,4,Male,35,Black,Educator,City Council Member,Democrat,1,0,1,Democrat,AMGTA8OMQKMP7,0,1090
4,0,30,8,5,Male,65,White,Small Business Owner,None,Independent,1,0,1,Democrat,AMGTA8OMQKMP7,0,1090
5,1,48,8,5,Female,65,White,Attorney,Mayor,Independent,1,0,1,Democrat,AMGTA8OMQKMP7,0,1090
5,0,18,8,5,Female,45,Asian,Police Officer,State Legislator,Republican,1,0,1,Democrat,AMGTA8OMQKMP7,0,1090
1,0,50,6,2,Female,35,Black,Small Business Owner,State Legislator,non-partisan,1,0,3,Democrat,AMOK8QDFQ92VQ,1,1091
1,1,88,7,5,Male,65,Hispanic,Business Executive,State Legislator,non-partisan,1,0,3,Democrat,AMOK8QDFQ92VQ,1,1091
2,1,89,8,5,Female,35,White,Educator,None,Independent,1,0,3,Democrat,AMOK8QDFQ92VQ,0,1091
2,0,67,8,5,Female,35,White,Educator,City Council Member,Democrat,1,0,3,Democrat,AMOK8QDFQ92VQ,0,1091
3,0,61,8,3,Female,55,Black,Police Officer,City Council Member,Republican,1,0,3,Democrat,AMOK8QDFQ92VQ,0,1091
3,1,90,11,5,Male,35,Asian,Small Business Owner,None,Independent,1,0,3,Democrat,AMOK8QDFQ92VQ,0,1091
4,0,58,10,5,Female,45,Asian,Educator,Representative in Congress,Democrat,1,0,3,Democrat,AMOK8QDFQ92VQ,0,1091
4,1,86,11,5,Male,35,Asian,Small Business Owner,None,Independent,1,0,3,Democrat,AMOK8QDFQ92VQ,0,1091
5,0,80,8,3,Female,55,Asian,Attorney,None,non-partisan,1,0,3,Democrat,AMOK8QDFQ92VQ,1,1091
5,1,89,8,6,Female,65,Black,Small Business Owner,None,non-partisan,1,0,3,Democrat,AMOK8QDFQ92VQ,1,1091
1,0,83,10,6,Male,35,Asian,Educator,State Legislator,non-partisan,0,1,6,Republican,AMTOE8J2I4J6B,1,1092
1,1,90,10,7,Male,35,Asian,Police Officer,Representative in Congress,non-partisan,0,1,6,Republican,AMTOE8J2I4J6B,1,1092
2,0,74,8,5,Female,55,Asian,Attorney,None,Democrat,0,1,6,Republican,AMTOE8J2I4J6B,0,1092
2,1,82,8,5,Male,65,Black,Attorney,City Council Member,Independent,0,1,6,Republican,AMTOE8J2I4J6B,0,1092
3,1,71,8,4,Male,65,Hispanic,Business Executive,City Council Member,Independent,0,1,6,Republican,AMTOE8J2I4J6B,0,1092
3,0,58,9,4,Female,65,Black,Small Business Owner,State Legislator,Republican,0,1,6,Republican,AMTOE8J2I4J6B,0,1092
4,0,43,7,4,Female,35,Asian,Business Executive,State Legislator,Independent,0,1,6,Republican,AMTOE8J2I4J6B,1,1092
4,1,84,11,4,Male,65,Asian,Small Business Owner,Mayor,Independent,0,1,6,Republican,AMTOE8J2I4J6B,1,1092
5,0,63,7,3,Female,45,White,Attorney,State Legislator,Independent,0,1,6,Republican,AMTOE8J2I4J6B,0,1092
5,1,84,10,5,Male,65,Hispanic,Educator,City Council Member,Republican,0,1,6,Republican,AMTOE8J2I4J6B,0,1092
1,1,90,12,6,Male,35,Asian,Business Executive,None,non-partisan,0,1,6,Republican,AMV84EI5GU1ZO,1,1093
1,0,73,10,3,Male,65,White,Attorney,City Council Member,non-partisan,0,1,6,Republican,AMV84EI5GU1ZO,1,1093
2,1,72,8,2,Female,35,Black,Small Business Owner,Representative in Congress,Independent,0,1,6,Republican,AMV84EI5GU1ZO,1,1093
2,0,62,8,2,Male,45,White,Educator,Representative in Congress,Independent,0,1,6,Republican,AMV84EI5GU1ZO,1,1093
3,1,92,9,6,Male,65,Asian,Police Officer,Mayor,Republican,0,1,6,Republican,AMV84EI5GU1ZO,0,1093
3,0,83,7,5,Male,55,Hispanic,Business Executive,Mayor,Democrat,0,1,6,Republican,AMV84EI5GU1ZO,0,1093
4,0,41,5,5,Female,35,Black,Educator,Representative in Congress,non-partisan,0,1,6,Republican,AMV84EI5GU1ZO,1,1093
4,1,93,9,5,Female,35,Asian,Business Executive,Mayor,non-partisan,0,1,6,Republican,AMV84EI5GU1ZO,1,1093
5,1,81,8,6,Male,45,Hispanic,Small Business Owner,City Council Member,non-partisan,0,1,6,Republican,AMV84EI5GU1ZO,1,1093
5,0,71,7,3,Male,45,Black,Attorney,City Council Member,non-partisan,0,1,6,Republican,AMV84EI5GU1ZO,1,1093
1,1,90,6,6,Male,55,Black,Police Officer,City Council Member,non-partisan,1,0,3,Democrat,AMXIBHOI2CJE7,1,1094
1,0,60,9,1,Male,45,Black,Police Officer,Representative in Congress,non-partisan,1,0,3,Democrat,AMXIBHOI2CJE7,1,1094
2,0,100,8,2,Male,35,White,Police Officer,Representative in Congress,non-partisan,1,0,3,Democrat,AMXIBHOI2CJE7,1,1094
2,1,60,6,5,Male,65,Black,Attorney,Mayor,non-partisan,1,0,3,Democrat,AMXIBHOI2CJE7,1,1094
3,0,20,8,2,Female,35,Hispanic,Small Business Owner,State Legislator,non-partisan,1,0,3,Democrat,AMXIBHOI2CJE7,1,1094
3,1,100,12,4,Female,45,White,Police Officer,Mayor,non-partisan,1,0,3,Democrat,AMXIBHOI2CJE7,1,1094
4,1,50,8,5,Female,35,Black,Small Business Owner,None,non-partisan,1,0,3,Democrat,AMXIBHOI2CJE7,1,1094
4,0,80,8,5,Male,65,White,Educator,State Legislator,non-partisan,1,0,3,Democrat,AMXIBHOI2CJE7,1,1094
5,0,60,8,2,Female,35,Black,Business Executive,Representative in Congress,non-partisan,1,0,3,Democrat,AMXIBHOI2CJE7,1,1094
5,1,80,8,7,Male,35,Black,Police Officer,City Council Member,non-partisan,1,0,3,Democrat,AMXIBHOI2CJE7,1,1094
